job_id,job_title,company,location,experience_level,job_description,date_posted
2701,Data Science Manager,BrightPath AI,bengaluru,Entry,"BrightPath AI is hiring a Data Science Manager (Entry level) based in Bengaluru. Required skills: advanced SQL, NLP, Python, PowerBI, machine-learning. Prior experience with analytics platforms is a plus.",2026-01-06
3793,Data Scientist,Skyline Solutions,Chennai,Mid,"Skyline Solutions is hiring a Data Scientist (Mid level) based in Chennai. Required skills: Power BI, proficiency in Python. Prior experience with analytics platforms is a plus.",2026-03-03
1497,Data Analyst,Vertex Insights,BENGALURU,Mid,"Exciting opportunity for a Data Analyst at Vertex Insights, Bengaluru. Must have strong knowledge of SQL, Excel, Amazon Web Services and a passion for solving business problems.",2026-01-31
4480,AI Engineer,DataForge,,Entry,"AI Engineer role open at DataForge. Key requirements include NLP, python programming, Power BI, Large Language Models, SQL. This is a Entry level position, New York based.",2026-04-05
1276,Data Analyst,Skyline Solutions,Chennai,Lead,"Data Analyst role open at Skyline Solutions. Key requirements include MS Excel, AWS, PowerBI. This is a Lead level position, Chennai based.",2026-06-17
4096,BI Developer,BluePeak Consulting,Hyderabad,Mid,"BluePeak Consulting is hiring a BI Developer (Mid level) based in Hyderabad. Required skills: Amazon Web Services, Power BI, NLP, proficiency in Python, machine-learning, Excel. Prior experience with analytics platforms is a plus.",2026-03-23
1787,Data Analyst,BluePeak Consulting,Chennai,mid,"We are looking for a Data Analyst to join our team in Chennai. The ideal candidate has hands-on experience with LLMs, Natural Language Processing, Machine Learning. You will work closely with cross-functional teams to deliver insights.",2026-06-01
3191,Data Scientist,Northstar Tech,HYDERABAD,LEAD,"Northstar Tech is hiring a Data Scientist (Lead level) based in Hyderabad. Required skills: Python, SQL queries, Machine Learning, NLP. Prior experience with analytics platforms is a plus.",2026-04-28
4004,Business Intelligence Analyst,Skyline Solutions,REMOTE,mid,"We are looking for a Business Intelligence Analyst to join our team in Remote. The ideal candidate has hands-on experience with SQL, machine-learning, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-03-27
3460,AI Engineer,DataForge,  New York  ,SENIOR,"Exciting opportunity for a AI Engineer at DataForge, New York. Must have strong knowledge of Tableau dashboards, SQL, Deep Learning, Python and a passion for solving business problems.",2026-04-16
678,Machine Learning Engineer,Skyline Solutions,chennai,Senior,"Machine Learning Engineer role open at Skyline Solutions. Key requirements include ML models, deep neural networks, SQL, proficiency in Python. This is a Senior level position, Chennai based.",2026-04-01
2171,Machine Learning Engineer,Nimbus Data,Mumbai,SENIOR,"We are looking for a Machine Learning Engineer to join our team in Mumbai. The ideal candidate has hands-on experience with proficiency in Python, ML models, MS Excel, T-SQL. You will work closely with cross-functional teams to deliver insights.",2026-05-07
2302,Data Scientist,Vertex Insights,Singapore,Mid,"Exciting opportunity for a Data Scientist at Vertex Insights, Singapore. Must have strong knowledge of SQL, Deep Learning, machine-learning, Power BI dashboards, proficiency in Python, Natural Language Processing and a passion for solving business problems.",2026-02-13
2630,Machine Learning Engineer,DataForge,REMOTE,lead,"We are looking for a Machine Learning Engineer to join our team in Remote. The ideal candidate has hands-on experience with proficiency in Python, NLP, SQL queries. You will work closely with cross-functional teams to deliver insights.",2026-06-07
2633,AI Research Engineer,Alpha Analytics,Delhi NCR,senior,"AI Research Engineer role open at Alpha Analytics. Key requirements include proficiency in Python, Large Language Models, Deep Learning, ML models, Tableau. This is a Senior level position, Delhi NCR based.",2026-03-16
296,Data Analyst,Alpha Analytics,REMOTE,Senior,"Data Analyst role open at Alpha Analytics. Key requirements include Amazon Web Services, T-SQL, proficiency in Python, ML models, Generative AI, Power BI dashboards. This is a Senior level position, Remote based.",2026-05-18
1071,Data Science Manager,Clarity Systems,HYDERABAD,Entry,"Clarity Systems is hiring a Data Science Manager (Entry level) based in Hyderabad. Required skills: Generative AI, AWS, Advanced Excel, PowerBI. Prior experience with analytics platforms is a plus.",2026-04-14
54,BI Developer,Quantify Labs,Hyderabad,entry,"Quantify Labs is hiring a BI Developer (Entry level) based in Hyderabad. Required skills: Large Language Models, Amazon Web Services, T-SQL, PowerBI, NLP. Prior experience with analytics platforms is a plus.",2026-04-18
4832,Business Intelligence Analyst,DataForge,PUNE,MID,"DataForge is hiring a Business Intelligence Analyst (Mid level) based in Pune. Required skills: Machine Learning, deep neural networks, proficiency in Python, PowerBI. Prior experience with analytics platforms is a plus.",2026-01-12
4661,Power BI Developer,Vertex Insights,BENGALURU,Entry,"Exciting opportunity for a Power BI Developer at Vertex Insights, Bengaluru. Must have strong knowledge of Advanced Excel, SQL, Python, Natural Language Processing, Amazon Web Services, Generative AI and a passion for solving business problems.",2026-06-22
3218,Data Analyst,Quantify Labs,london,Mid,"Exciting opportunity for a Data Analyst at Quantify Labs, London. Must have strong knowledge of Deep Learning, Power BI, NLP, Amazon Web Services and a passion for solving business problems.",2026-05-30
2912,Business Intelligence Analyst,Northstar Tech,Remote,entry,"Northstar Tech is hiring a Business Intelligence Analyst (Entry level) based in Remote. Required skills: T-SQL, Python. Prior experience with analytics platforms is a plus.",2026-06-05
2007,Data Science Manager,Nimbus Data,remote,senior,"Nimbus Data is hiring a Data Science Manager (Senior level) based in Remote. Required skills: GenAI, Python, Power BI dashboards, Tableau dashboards. Prior experience with analytics platforms is a plus.",2026-03-01
302,Data Science Manager,Quantify Labs,Chennai,Mid,"Quantify Labs is hiring a Data Science Manager (Mid level) based in Chennai. Required skills: Deep Learning, MS Excel, machine-learning, AWS. Prior experience with analytics platforms is a plus.",2026-07-09
366,Business Intelligence Analyst,Vertex Insights,Hyderabad,Mid,"Vertex Insights is hiring a Business Intelligence Analyst (Mid level) based in Hyderabad. Required skills: Python, Deep Learning, MS Excel, Large Language Models, Tableau dashboards, machine-learning. Prior experience with analytics platforms is a plus.",2026-07-04
2742,Data Scientist,Skyline Solutions,Pune,MID,"Skyline Solutions is hiring a Data Scientist (Mid level) based in Pune. Required skills: Power BI dashboards, proficiency in Python, Deep Learning, Machine Learning, Excel. Prior experience with analytics platforms is a plus.",2026-05-21
103,AI Engineer,BluePeak Consulting,  Chennai  ,mid,"We are looking for a AI Engineer to join our team in Chennai. The ideal candidate has hands-on experience with deep neural networks, proficiency in Python, AWS. You will work closely with cross-functional teams to deliver insights.",2026-06-10
4932,Data Analyst,Skyline Solutions,Singapore,Lead,"Exciting opportunity for a Data Analyst at Skyline Solutions, Singapore. Must have strong knowledge of Python, Generative AI and a passion for solving business problems.",2026-04-20
4796,BI Developer,Skyline Solutions,Mumbai,Senior,"Join Skyline Solutions as a BI Developer! We need someone comfortable with machine-learning, proficiency in Python, NLP, Deep Learning, SQL to help us build data-driven products.",2026-06-27
4147,Data Scientist,BluePeak Consulting,London,,"BluePeak Consulting is hiring a Data Scientist (Senior level) based in London. Required skills: Tableau dashboards, T-SQL, Machine Learning, Large Language Models. Prior experience with analytics platforms is a plus.",2026-05-25
2922,Power BI Developer,Clarity Systems,CHENNAI,MID,"Clarity Systems is hiring a Power BI Developer (Mid level) based in Chennai. Required skills: SQL, Deep Learning, Natural Language Processing, Tableau, Large Language Models. Prior experience with analytics platforms is a plus.",2026-07-06
2758,Business Intelligence Analyst,,Bengaluru,Lead,"Join Nimbus Data as a Business Intelligence Analyst! We need someone comfortable with SQL, proficiency in Python, PowerBI, Excel, Deep Learning to help us build data-driven products.",2026-02-17
1615,Machine Learning Engineer,Quantify Labs,SINGAPORE,Entry,"Quantify Labs is hiring a Machine Learning Engineer (Entry level) based in Singapore. Required skills: Natural Language Processing, Excel. Prior experience with analytics platforms is a plus.",2026-02-13
1488,BI Developer,Skyline Solutions,New York,Mid,"We are looking for a BI Developer to join our team in New York. The ideal candidate has hands-on experience with python programming, ML models. You will work closely with cross-functional teams to deliver insights.",2026-06-03
4543,Machine Learning Engineer,Northstar Tech,  Chennai  ,Lead,"Exciting opportunity for a Machine Learning Engineer at Northstar Tech, Chennai. Must have strong knowledge of GenAI, Natural Language Processing, SQL and a passion for solving business problems.",2026-07-12
375,BI Developer,Clarity Systems,Remote,Lead,"We are looking for a BI Developer to join our team in Remote. The ideal candidate has hands-on experience with Power BI, NLP, MS Excel, Machine Learning, Amazon Web Services. You will work closely with cross-functional teams to deliver insights.",2026-03-24
1214,AI Research Engineer,DataForge,mumbai,senior,"Join DataForge as a AI Research Engineer! We need someone comfortable with Tableau, Power BI, deep neural networks, Machine Learning, NLP to help us build data-driven products.",2026-06-29
545,Analytics Consultant,Vertex Insights,PUNE,Mid,"We are looking for a Analytics Consultant to join our team in Pune. The ideal candidate has hands-on experience with Machine Learning, Power BI. You will work closely with cross-functional teams to deliver insights.",2026-07-15
1352,NLP Engineer,Clarity Systems,New York,LEAD,"Join Clarity Systems as a NLP Engineer! We need someone comfortable with Power BI, SQL queries, Excel, Generative AI to help us build data-driven products.",2026-07-01
292,Data Scientist,BrightPath AI,London,SENIOR,"Data Scientist role open at BrightPath AI. Key requirements include Tableau dashboards, Excel. This is a Senior level position, London based.",2026-06-05
4020,Data Scientist,BluePeak Consulting,Delhi NCR,senior,"Data Scientist role open at BluePeak Consulting. Key requirements include Amazon Web Services, proficiency in Python, Advanced Excel, Natural Language Processing, GenAI. This is a Senior level position, Delhi NCR based.",2026-04-09
390,BI Developer,Clarity Systems,New York,senior,"We are looking for a BI Developer to join our team in New York. The ideal candidate has hands-on experience with Large Language Models, ML models, NLP, Tableau, Excel. You will work closely with cross-functional teams to deliver insights.",2026-02-10
4541,Data Engineer,Alpha Analytics,Mumbai,Lead,"Join Alpha Analytics as a Data Engineer! We need someone comfortable with proficiency in Python, SQL queries, PowerBI, Generative AI to help us build data-driven products.",2026-07-20
4065,NLP Engineer,BluePeak Consulting,Singapore,,"Join BluePeak Consulting as a NLP Engineer! We need someone comfortable with MS Excel, Power BI dashboards, Machine Learning, SQL to help us build data-driven products.",2026-01-05
1871,BI Developer,BrightPath AI,Mumbai,Entry,"BI Developer role open at BrightPath AI. Key requirements include Amazon Web Services, Natural Language Processing, Machine Learning, Advanced Excel, Power BI, GenAI. This is a Entry level position, Mumbai based.",2026-06-16
4861,AI Engineer,BrightPath AI,London,,"BrightPath AI is hiring a AI Engineer (Lead level) based in London. Required skills: machine-learning, MS Excel, LLMs, SQL, NLP, python programming. Prior experience with analytics platforms is a plus.",2026-07-15
248,Business Intelligence Analyst,Quantify Labs,Remote,Mid,"Join Quantify Labs as a Business Intelligence Analyst! We need someone comfortable with python programming, SQL queries, Deep Learning, Machine Learning, Excel to help us build data-driven products.",2026-04-24
2946,AI Engineer,Nimbus Data,Singapore,  Senior  ,"Join Nimbus Data as a AI Engineer! We need someone comfortable with MS Excel, Large Language Models, Tableau, AWS to help us build data-driven products.",2026-07-14
2165,Machine Learning Engineer,Skyline Solutions,REMOTE,Lead,"We are looking for a Machine Learning Engineer to join our team in Remote. The ideal candidate has hands-on experience with Power BI, advanced SQL, Excel. You will work closely with cross-functional teams to deliver insights.",2026-06-02
4860,Data Science Manager,BrightPath AI,HYDERABAD,LEAD,"Data Science Manager role open at BrightPath AI. Key requirements include Power BI, Natural Language Processing, Machine Learning, python programming. This is a Lead level position, Hyderabad based.",2026-07-06
3824,Data Scientist,DataForge,New York,Entry,"Join DataForge as a Data Scientist! We need someone comfortable with Python, advanced SQL, NLP to help us build data-driven products.",2026-06-30
4833,BI Developer,Nimbus Data,bengaluru,mid,"Exciting opportunity for a BI Developer at Nimbus Data, Bengaluru. Must have strong knowledge of AWS, Machine Learning, SQL queries, python programming, MS Excel, Deep Learning and a passion for solving business problems.",2026-04-04
411,Data Science Manager,DataForge,Hyderabad,Senior,"Exciting opportunity for a Data Science Manager at DataForge, Hyderabad. Must have strong knowledge of MS Excel, proficiency in Python, Power BI dashboards, NLP, Deep Learning, Amazon Web Services and a passion for solving business problems.",2026-02-15
2006,NLP Engineer,BluePeak Consulting,NEW YORK,lead,"BluePeak Consulting is hiring a NLP Engineer (Lead level) based in New York. Required skills: Excel, AWS, proficiency in Python, LLMs. Prior experience with analytics platforms is a plus.",2026-01-30
4475,Data Engineer,Clarity Systems,Chennai,,"Join Clarity Systems as a Data Engineer! We need someone comfortable with Python, Tableau dashboards, AWS to help us build data-driven products.",2026-03-12
1895,Data Science Manager,Alpha Analytics,MUMBAI,Entry,"Exciting opportunity for a Data Science Manager at Alpha Analytics, Mumbai. Must have strong knowledge of Python, Tableau dashboards, deep neural networks, PowerBI, AWS and a passion for solving business problems.",2026-02-13
1185,NLP Engineer,Alpha Analytics,,  Mid  ,"Alpha Analytics is hiring a NLP Engineer (Mid level) based in Mumbai. Required skills: MS Excel, Large Language Models, Machine Learning. Prior experience with analytics platforms is a plus.",2026-03-09
3743,Analytics Consultant,BrightPath AI,Remote,lead,"We are looking for a Analytics Consultant to join our team in Remote. The ideal candidate has hands-on experience with Power BI dashboards, Tableau, NLP, Generative AI, Machine Learning, T-SQL. You will work closely with cross-functional teams to deliver insights.",2026-06-05
833,NLP Engineer,Quantify Labs,,LEAD,"We are looking for a NLP Engineer to join our team in Pune. The ideal candidate has hands-on experience with Power BI dashboards, ML models, python programming, Amazon Web Services. You will work closely with cross-functional teams to deliver insights.",2026-05-13
2228,NLP Engineer,DataForge,London,Entry,"Exciting opportunity for a NLP Engineer at DataForge, London. Must have strong knowledge of Excel, Large Language Models, machine-learning, Tableau, advanced SQL and a passion for solving business problems.",2026-01-29
1804,Data Analyst,BluePeak Consulting,Remote,MID,"Exciting opportunity for a Data Analyst at BluePeak Consulting, Remote. Must have strong knowledge of machine-learning, Natural Language Processing, Tableau dashboards, T-SQL and a passion for solving business problems.",2026-06-02
691,Business Intelligence Analyst,DataForge,SINGAPORE,SENIOR,"DataForge is hiring a Business Intelligence Analyst (Senior level) based in Singapore. Required skills: Deep Learning, machine-learning, Natural Language Processing, SQL queries, Large Language Models. Prior experience with analytics platforms is a plus.",2026-01-18
4263,Power BI Developer,,REMOTE,Mid,"Exciting opportunity for a Power BI Developer at Vertex Insights, Remote. Must have strong knowledge of machine-learning, AWS and a passion for solving business problems.",2026-05-20
2519,AI Engineer,Nimbus Data,DELHI NCR,Mid,"Exciting opportunity for a AI Engineer at Nimbus Data, Delhi NCR. Must have strong knowledge of Power BI, ML models, Python, AWS, Advanced Excel, GenAI and a passion for solving business problems.",2026-05-04
3492,NLP Engineer,BrightPath AI,delhi ncr,Senior,"BrightPath AI is hiring a NLP Engineer (Senior level) based in Delhi NCR. Required skills: machine-learning, Advanced Excel, python programming, PowerBI. Prior experience with analytics platforms is a plus.",2026-02-01
3285,BI Developer,,New York,Senior,"BluePeak Consulting is hiring a BI Developer (Senior level) based in New York. Required skills: SQL, machine-learning, deep neural networks. Prior experience with analytics platforms is a plus.",2026-04-10
4554,Power BI Developer,BrightPath AI,singapore,Senior,"Power BI Developer role open at BrightPath AI. Key requirements include Deep Learning, Python, Tableau dashboards, GenAI. This is a Senior level position, Singapore based.",2026-07-04
1578,Data Science Manager,Vertex Insights,SINGAPORE,Entry,"Data Science Manager role open at Vertex Insights. Key requirements include PowerBI, Machine Learning, AWS, python programming, SQL queries, NLP. This is a Entry level position, Singapore based.",2026-01-25
1076,Data Analyst,Alpha Analytics,Delhi NCR,ENTRY,"We are looking for a Data Analyst to join our team in Delhi NCR. The ideal candidate has hands-on experience with Python, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-03-09
1649,BI Developer,BluePeak Consulting,Pune,Entry,"BI Developer role open at BluePeak Consulting. Key requirements include advanced SQL, proficiency in Python, Excel, Machine Learning, NLP, Generative AI. This is a Entry level position, Pune based.",2026-06-05
2997,Machine Learning Engineer,Clarity Systems,Remote,Mid,"We are looking for a Machine Learning Engineer to join our team in Remote. The ideal candidate has hands-on experience with Tableau dashboards, Natural Language Processing, advanced SQL. You will work closely with cross-functional teams to deliver insights.",2026-02-26
4964,Analytics Consultant,BrightPath AI,New York,entry,"We are looking for a Analytics Consultant to join our team in New York. The ideal candidate has hands-on experience with ML models, Excel, Natural Language Processing, Deep Learning. You will work closely with cross-functional teams to deliver insights.",2026-07-09
2440,Power BI Developer,BrightPath AI,Pune,Lead,"Power BI Developer role open at BrightPath AI. Key requirements include Natural Language Processing, Python, Machine Learning, AWS, Deep Learning. This is a Lead level position, Pune based.",2026-03-07
2112,Analytics Consultant,Nimbus Data,MUMBAI,senior,"Join Nimbus Data as a Analytics Consultant! We need someone comfortable with AWS, ML models to help us build data-driven products.",2026-06-03
770,Machine Learning Engineer,BluePeak Consulting,New York,Entry,"We are looking for a Machine Learning Engineer to join our team in New York. The ideal candidate has hands-on experience with Amazon Web Services, Natural Language Processing, advanced SQL, GenAI, proficiency in Python. You will work closely with cross-functional teams to deliver insights.",2026-01-05
4189,BI Developer,BluePeak Consulting,Bengaluru,mid,"Join BluePeak Consulting as a BI Developer! We need someone comfortable with Power BI, python programming, SQL, NLP, Advanced Excel, Amazon Web Services to help us build data-driven products.",2026-03-08
4684,Analytics Consultant,DataForge,Mumbai,lead,"Analytics Consultant role open at DataForge. Key requirements include Tableau, SQL, Power BI, NLP. This is a Lead level position, Mumbai based.",2026-06-10
2603,Analytics Consultant,Vertex Insights,PUNE,mid,"Exciting opportunity for a Analytics Consultant at Vertex Insights, Pune. Must have strong knowledge of NLP, python programming, Excel and a passion for solving business problems.",2026-04-29
1947,Business Intelligence Analyst,,Hyderabad,Mid,"Join Quantify Labs as a Business Intelligence Analyst! We need someone comfortable with MS Excel, deep neural networks, ML models to help us build data-driven products.",2026-02-02
555,AI Research Engineer,DataForge,Chennai,Entry,"DataForge is hiring a AI Research Engineer (Entry level) based in Chennai. Required skills: deep neural networks, proficiency in Python, advanced SQL, Large Language Models, Tableau dashboards, AWS. Prior experience with analytics platforms is a plus.",2026-03-27
753,Data Analyst,Skyline Solutions,chennai,LEAD,"Data Analyst role open at Skyline Solutions. Key requirements include advanced SQL, Amazon Web Services, Power BI dashboards. This is a Lead level position, Chennai based.",2026-01-22
1362,BI Developer,BluePeak Consulting,,Lead,"BI Developer role open at BluePeak Consulting. Key requirements include Power BI dashboards, SQL. This is a Lead level position, London based.",2026-06-14
3126,Business Intelligence Analyst,BrightPath AI,Chennai,Senior,"Exciting opportunity for a Business Intelligence Analyst at BrightPath AI, Chennai. Must have strong knowledge of Power BI dashboards, Natural Language Processing and a passion for solving business problems.",2026-04-14
1042,Data Engineer,Northstar Tech,london,Lead,"Northstar Tech is hiring a Data Engineer (Lead level) based in London. Required skills: Natural Language Processing, Power BI, GenAI, ML models, Amazon Web Services, python programming. Prior experience with analytics platforms is a plus.",2026-05-22
4165,Data Analyst,DataForge,Chennai,senior,"DataForge is hiring a Data Analyst (Senior level) based in Chennai. Required skills: Power BI dashboards, Deep Learning, Amazon Web Services. Prior experience with analytics platforms is a plus.",2026-07-09
4897,Data Scientist,Alpha Analytics,CHENNAI,Entry,"Alpha Analytics is hiring a Data Scientist (Entry level) based in Chennai. Required skills: NLP, proficiency in Python, T-SQL. Prior experience with analytics platforms is a plus.",2026-03-11
364,NLP Engineer,BluePeak Consulting,Remote,Entry,"NLP Engineer role open at BluePeak Consulting. Key requirements include SQL queries, proficiency in Python. This is a Entry level position, Remote based.",2026-06-05
3920,AI Research Engineer,BrightPath AI,Bengaluru,MID,"Join BrightPath AI as a AI Research Engineer! We need someone comfortable with proficiency in Python, SQL queries, Power BI dashboards to help us build data-driven products.",2026-02-02
1136,Data Analyst,Alpha Analytics,chennai,Lead,"Alpha Analytics is hiring a Data Analyst (Lead level) based in Chennai. Required skills: Excel, LLMs, Machine Learning, Power BI. Prior experience with analytics platforms is a plus.",2026-05-21
3544,Analytics Consultant,Alpha Analytics,  Delhi NCR  ,Lead,"Join Alpha Analytics as a Analytics Consultant! We need someone comfortable with Excel, advanced SQL to help us build data-driven products.",2026-06-30
1680,Data Analyst,Nimbus Data,Delhi NCR,ENTRY,"Data Analyst role open at Nimbus Data. Key requirements include proficiency in Python, MS Excel. This is a Entry level position, Delhi NCR based.",2026-03-15
551,BI Developer,Skyline Solutions,Mumbai,MID,"Exciting opportunity for a BI Developer at Skyline Solutions, Mumbai. Must have strong knowledge of python programming, Tableau dashboards, SQL queries, Natural Language Processing and a passion for solving business problems.",2026-02-12
3601,AI Engineer,Quantify Labs,  Mumbai  ,Mid,"AI Engineer role open at Quantify Labs. Key requirements include advanced SQL, ML models, GenAI, AWS. This is a Mid level position, Mumbai based.",2026-04-19
3029,Data Analyst,DataForge,London,Mid,"We are looking for a Data Analyst to join our team in London. The ideal candidate has hands-on experience with machine-learning, Deep Learning. You will work closely with cross-functional teams to deliver insights.",2026-07-16
1623,Data Engineer,Clarity Systems,Remote,Senior,"Clarity Systems is hiring a Data Engineer (Senior level) based in Remote. Required skills: GenAI, Deep Learning, Power BI, T-SQL, Amazon Web Services. Prior experience with analytics platforms is a plus.",2026-06-20
2521,Data Scientist,Alpha Analytics,Singapore,LEAD,"We are looking for a Data Scientist to join our team in Singapore. The ideal candidate has hands-on experience with python programming, ML models, PowerBI, Excel, SQL queries, Amazon Web Services. You will work closely with cross-functional teams to deliver insights.",2026-04-15
4172,BI Developer,Skyline Solutions,,Lead,"Join Skyline Solutions as a BI Developer! We need someone comfortable with Deep Learning, Tableau, Power BI dashboards, T-SQL, python programming to help us build data-driven products.",2026-06-20
3964,AI Engineer,Skyline Solutions,hyderabad,ENTRY,"Skyline Solutions is hiring a AI Engineer (Entry level) based in Hyderabad. Required skills: advanced SQL, Natural Language Processing, Amazon Web Services, python programming, MS Excel, Deep Learning. Prior experience with analytics platforms is a plus.",2026-07-14
4032,AI Research Engineer,Clarity Systems,Delhi NCR,entry,"AI Research Engineer role open at Clarity Systems. Key requirements include MS Excel, Amazon Web Services, Machine Learning, proficiency in Python, PowerBI. This is a Entry level position, Delhi NCR based.",2026-07-09
4134,Power BI Developer,Quantify Labs,london,Mid,"Power BI Developer role open at Quantify Labs. Key requirements include Power BI, Python. This is a Mid level position, London based.",2026-04-01
843,AI Engineer,Skyline Solutions,,SENIOR,"AI Engineer role open at Skyline Solutions. Key requirements include T-SQL, MS Excel, Machine Learning, Power BI. This is a Senior level position, Remote based.",2026-05-31
2496,Analytics Consultant,BrightPath AI,DELHI NCR,SENIOR,"We are looking for a Analytics Consultant to join our team in Delhi NCR. The ideal candidate has hands-on experience with ML models, Tableau dashboards, Large Language Models, Power BI, MS Excel. You will work closely with cross-functional teams to deliver insights.",2026-03-30
2069,BI Developer,Vertex Insights,bengaluru,LEAD,"Vertex Insights is hiring a BI Developer (Lead level) based in Bengaluru. Required skills: Machine Learning, Advanced Excel, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-01-29
303,NLP Engineer,Alpha Analytics,Mumbai,Entry,"Exciting opportunity for a NLP Engineer at Alpha Analytics, Mumbai. Must have strong knowledge of Machine Learning, python programming, LLMs and a passion for solving business problems.",2026-02-08
880,Business Intelligence Analyst,BluePeak Consulting,  New York  ,entry,"Exciting opportunity for a Business Intelligence Analyst at BluePeak Consulting, New York. Must have strong knowledge of advanced SQL, deep neural networks, Machine Learning, Power BI dashboards, Amazon Web Services, proficiency in Python and a passion for solving business problems.",2026-06-23
4675,BI Developer,,chennai,senior,"Join DataForge as a BI Developer! We need someone comfortable with MS Excel, Tableau, NLP, AWS, SQL queries to help us build data-driven products.",2026-03-09
2939,Business Intelligence Analyst,Quantify Labs,Chennai,entry,"Business Intelligence Analyst role open at Quantify Labs. Key requirements include Natural Language Processing, Generative AI, Excel, proficiency in Python, Power BI, deep neural networks. This is a Entry level position, Chennai based.",2026-05-27
864,BI Developer,DataForge,,Senior,"We are looking for a BI Developer to join our team in Pune. The ideal candidate has hands-on experience with Machine Learning, proficiency in Python, Power BI dashboards, Natural Language Processing, SQL queries, AWS. You will work closely with cross-functional teams to deliver insights.",2026-02-06
3833,AI Engineer,Vertex Insights,Chennai,Mid,"Vertex Insights is hiring a AI Engineer (Mid level) based in Chennai. Required skills: Python, Large Language Models, NLP, machine-learning, T-SQL. Prior experience with analytics platforms is a plus.",2026-02-25
3535,Analytics Consultant,Alpha Analytics,Remote,entry,"We are looking for a Analytics Consultant to join our team in Remote. The ideal candidate has hands-on experience with python programming, Machine Learning, Deep Learning, AWS. You will work closely with cross-functional teams to deliver insights.",2026-06-28
2403,BI Developer,BrightPath AI,Remote,  Entry  ,"We are looking for a BI Developer to join our team in Remote. The ideal candidate has hands-on experience with Tableau, GenAI, Power BI dashboards, proficiency in Python. You will work closely with cross-functional teams to deliver insights.",2026-06-15
2060,AI Research Engineer,Quantify Labs,PUNE,SENIOR,"Exciting opportunity for a AI Research Engineer at Quantify Labs, Pune. Must have strong knowledge of SQL, Natural Language Processing and a passion for solving business problems.",2026-02-25
3816,Machine Learning Engineer,Nimbus Data,HYDERABAD,  Senior  ,"Exciting opportunity for a Machine Learning Engineer at Nimbus Data, Hyderabad. Must have strong knowledge of ML models, NLP and a passion for solving business problems.",2026-05-17
2578,NLP Engineer,Nimbus Data,BENGALURU,senior,"NLP Engineer role open at Nimbus Data. Key requirements include Python, AWS, advanced SQL. This is a Senior level position, Bengaluru based.",2026-02-07
1912,Machine Learning Engineer,Alpha Analytics,Singapore,Entry,"Join Alpha Analytics as a Machine Learning Engineer! We need someone comfortable with LLMs, PowerBI, Machine Learning, Tableau, deep neural networks, proficiency in Python to help us build data-driven products.",2026-07-07
2646,Power BI Developer,Nimbus Data,Delhi NCR,MID,"Nimbus Data is hiring a Power BI Developer (Mid level) based in Delhi NCR. Required skills: ML models, Natural Language Processing, SQL queries, deep neural networks, AWS. Prior experience with analytics platforms is a plus.",2026-01-11
4054,Business Intelligence Analyst,Vertex Insights,  Bengaluru  ,Mid,"Join Vertex Insights as a Business Intelligence Analyst! We need someone comfortable with PowerBI, Natural Language Processing, Deep Learning to help us build data-driven products.",2026-05-24
4255,Data Scientist,Northstar Tech,Delhi NCR,Mid,"Join Northstar Tech as a Data Scientist! We need someone comfortable with AWS, machine-learning, PowerBI, proficiency in Python, GenAI to help us build data-driven products.",2026-01-20
1074,Business Intelligence Analyst,DataForge,New York,Entry,"We are looking for a Business Intelligence Analyst to join our team in New York. The ideal candidate has hands-on experience with proficiency in Python, Generative AI, Excel, Machine Learning. You will work closely with cross-functional teams to deliver insights.",2026-01-03
1754,Machine Learning Engineer,Nimbus Data,Chennai,senior,"Join Nimbus Data as a Machine Learning Engineer! We need someone comfortable with Excel, Python to help us build data-driven products.",2026-03-29
1160,Data Analyst,BrightPath AI,bengaluru,Entry,"We are looking for a Data Analyst to join our team in Bengaluru. The ideal candidate has hands-on experience with T-SQL, Power BI dashboards, Natural Language Processing. You will work closely with cross-functional teams to deliver insights.",2026-05-22
59,Analytics Consultant,Northstar Tech,Chennai,Lead,"We are looking for a Analytics Consultant to join our team in Chennai. The ideal candidate has hands-on experience with Tableau dashboards, Amazon Web Services, Excel, PowerBI. You will work closely with cross-functional teams to deliver insights.",2026-07-11
1327,Analytics Consultant,BrightPath AI,Remote,Entry,"Analytics Consultant role open at BrightPath AI. Key requirements include Natural Language Processing, Advanced Excel, Power BI, Machine Learning, T-SQL. This is a Entry level position, Remote based.",2026-02-01
4421,Data Science Manager,Vertex Insights,chennai,LEAD,"Exciting opportunity for a Data Science Manager at Vertex Insights, Chennai. Must have strong knowledge of Tableau, Amazon Web Services, Power BI, SQL queries, NLP, LLMs and a passion for solving business problems.",2026-06-29
2295,Machine Learning Engineer,BluePeak Consulting,Singapore,Lead,"Join BluePeak Consulting as a Machine Learning Engineer! We need someone comfortable with Deep Learning, python programming, SQL, Tableau to help us build data-driven products.",2026-04-30
4025,Data Scientist,Nimbus Data,Mumbai,Senior,"Exciting opportunity for a Data Scientist at Nimbus Data, Mumbai. Must have strong knowledge of Natural Language Processing, PowerBI, T-SQL, ML models, Excel, Deep Learning and a passion for solving business problems.",2026-03-25
